,X7,X9,X11,X14,X18,X20,X21,X22,X24,X26,X29,X30,X34,X48,X49,X50,X52,y
3103,42.62,0.1393656039831837,5.04,0.11305987896993368,0.974015927151784,12.88,16.21,13.9,14.37,-0.73,64.55,2.01,1.01,9.61,0.32177401051972365,0.05253535791782435,0.8135009063723171,0
3114,124.31,0.6145317582955889,23.42,0.027499906600630977,0.6973643718195484,6.28,26.14,10.62,13.85,0.84,80.96,4.32,2.29,40.97,0.22309669460271853,0.21470695954096491,0.008640302637346593,0
3125,16.12,0.29769154392296976,0.0,0.11200798711361136,0.9460246512631182,-3.01,-8.7,-6.76,-6.99,-1.42,92.8,1.19,0.94,-1.19,0.2813320935029113,0.22065291880687365,-0.27489479107422193,0
3136,76.39,0.37175443390884655,12.85,0.03531189086058305,0.9140154287430058,7.55,14.74,9.75,10.69,-0.24,66.61,1.93,1.03,42.99,0.2652618435567986,0.11795494782259205,0.25524773500947184,0
3147,51.41,0.3428958788764265,0.0,0.2618839596619433,0.8417970581898809,14.78,28.56,18.47,24.28,-1.03,80.69,1.94,1.71,15.44,0.1437724396595933,0.1084091184167608,0.8135496594965697,0
3158,71.35,0.18199828400484544,3.05,0.09774850357709217,0.7981846256864079,2.51,1.49,1.08,1.37,0.49,89.61,2.88,1.19,-14.6,0.12467529353920435,0.09577624473485123,0.1750338913194362,0
3169,101.75,0.455751532664082,13.9,0.01017724980156465,0.9857568237154262,-1.36,1.96,1.11,1.13,1.3,92.94,5.19,0.94,4.88,0.17261905918674986,0.05374480459595058,0.0002225217029819607,0
3180,126.5,0.4423895068850256,35.91,0.07156622049199735,0.7836777809866045,4.98,12.5,7.45,9.21,1.58,72.85,2.2,0.62,38.98,0.1967369229935208,0.06895717923429613,0.17196983634364668,0
3191,62.47,0.5422599518242851,24.57,0.17680601464331888,0.9661969099153056,0.56,3.24,1.75,1.82,0.26,92.3,2.81,1.76,50.85,0.24530940239570506,0.14498491676171105,0.02347257102241467,0
3202,120.53,0.8226217673984074,58.83,0.007773382173616785,0.8303808672992087,5.21,64.89,11.36,13.51,0.67,95.66,8.13,5.68,37.24,0.1552189841654634,0.049778753686042926,-0.04455078440077419,0
3213,139.47,0.4186916012832653,37.7,0.12495049675783135,0.26608931061724755,-5.66,-8.34,-4.86,-14.09,13.66,83.06,0.56,0.38,-43.75,0.25937145007775364,0.08729637733509661,0.0238867471954326,0
3224,45.98,0.3830951213304769,0.0,0.1342031966685992,0.9254204885966906,14.1,29.51,17.18,18.39,-0.48,81.02,1.96,1.5,5.3,0.10929786476872436,0.1385115628028753,0.5250120638075411,0
3235,158.83,0.5409683478741103,43.03,0.007710683476158894,0.6322717615628635,3.46,14.75,6.52,10.28,2.69,91.18,4.58,1.63,24.86,0.1098829459206261,0.05401595029465829,0.1086441378483966,0
3246,97.48,0.23883382539666415,9.43,0.08058403291242698,0.7069206072480607,1.07,5.74,4.27,6.25,0.18,64.23,2.33,0.85,4.39,0.213697757234158,0.20745942040053814,0.11213445861201066,0
3257,65.48,0.29761933814085806,1.74,0.08240754832428554,0.6027814432846195,12.02,20.81,15.15,23.22,-1.71,66.47,1.44,1.23,14.01,0.1305141745245746,0.2797625602196218,0.4972267838897155,0
3268,62.48,0.27699380570487786,0.0,0.08653891623289088,0.9119523975237241,12.56,20.43,14.92,17.51,-1.57,61.98,2.18,1.2,39.99,0.06787627419255607,0.06116211175136575,0.6948167978969807,0
3279,121.36,0.3370034297399505,18.83,0.020581075029665,0.35869862059961266,0.77,2.62,1.8,5.42,2.45,91.88,5.25,1.26,67.02,0.11358913238410588,0.15447823080116616,-0.06241604216688696,0
3290,77.03,0.2976681638703143,12.34,0.05390576140496822,0.6039390720561615,1.34,2.33,1.63,2.66,-0.25,72.08,4.38,1.84,-0.49,0.11327702078405365,0.07442517065814587,-0.03420070771037702,0
3301,100.39,0.12621685392978635,4.08,0.014593005717971619,0.18748023448226,2.41,3.16,2.79,14.67,0.39,81.61,5.23,2.65,77.9,0.2330309013317778,0.11990017507695648,0.22114832841863505,0
3312,93.39,0.5817273921595467,32.34,0.001102032094647996,0.8679142622910342,0.98,19.34,6.57,7.53,3.41,84.51,2.22,1.27,26.34,0.2780350785528066,0.242028534098693,-0.007055392686772841,0
3323,71.82,0.3606069917777934,16.52,0.07265926009370294,0.9910180791947948,11.75,24.87,15.47,16.16,0.99,69.08,2.49,0.81,21.92,0.311508989487367,0.2381125256779202,0.3580932214870539,0
3334,97.66,0.4990919458380903,4.41,0.04047548088509854,0.8807667950249067,18.25,54.03,22.4,24.98,-0.02,87.75,4.32,2.29,8.07,0.213551266329966,0.1210436333298687,0.11062842533267564,0
3345,116.73,0.593640537543542,28.96,0.013937660674658594,0.8136881648077865,5.44,24.39,10.57,12.35,1.05,33.44,9.21,1.54,42.35,0.059230896324429676,0.4410657169476546,0.06871490070431423,0
3356,96.25,0.3078895437173742,8.46,0.07603469927447938,0.5315315432270256,-25.09,-27.63,-20.13,-31.15,-1.3,95.02,1.08,0.69,-42.43,0.3331257537050041,0.10800887968371847,-0.24424329539802955,0
3367,119.49,0.6102089028582279,31.75,0.07539775012571724,0.8457614641034711,3.87,17.25,6.51,7.34,1.46,87.64,2.32,1.17,16.45,0.22444501066028347,0.08388803957631467,0.04479211910500629,0
3378,138.06,0.5600606427926715,8.0,0.01114346892134397,0.8609766608196135,2.12,5.68,3.05,3.59,0.14,72.64,7.24,2.5,120.43,0.18633717029545946,0.25231173545839164,0.24577821195618865,0
3389,77.7,0.4766321411179321,23.91,0.11719100147024478,0.8996018185601858,2.59,6.88,3.67,4.1,1.22,83.52,1.86,0.93,-1.97,0.3669561952943273,0.2692340018887373,0.30740832677221264,0
3400,108.1,0.7150948090959609,53.96,0.006745411413607056,0.9701968952895874,-8.97,-17.65,-5.63,-5.77,3.32,96.01,3.06,0.96,-9.72,0.2948518511264433,0.1096874333017027,-0.02881187895469981,0
3411,62.22,0.2798589973088296,13.81,0.05854839032268471,0.8273982708668187,4.16,3.61,2.75,3.25,-0.45,71.18,2.98,1.82,-14.46,0.117806353132209,0.016486261143860943,0.018376277248954936,0
3422,41.53,0.12622920355888262,5.98,0.13887002300464088,0.963608184159396,11.11,11.55,9.91,10.95,-2.39,74.91,1.24,0.91,-16.45,0.08682563438450147,0.033280425100228814,1.1173893365343102,0
3433,78.13,0.12408623742410806,0.0,0.06767143247112689,0.7017617419078928,14.2,18.41,16.14,21.83,-2.64,50.57,2.34,0.94,-9.74,0.08861062120733969,0.06797639683707363,0.903238921083876,0
3444,154.07,0.5641551089516406,38.06,0.047201367040849054,0.6068512584820497,10.5,27.59,10.74,16.27,3.4,88.86,2.4,0.93,19.54,0.2552836927279721,0.19311539473816072,0.012689930230711088,0
3455,133.32,0.5256724955353516,37.84,0.002360943347628627,0.749304726341632,-7.18,-9.0,-4.33,-5.64,2.69,99.65,4.84,1.28,-14.97,0.1501649952201487,0.060638333663532384,0.10490375480509627,0
3466,179.59,0.6714098520924487,38.84,0.006574809210074546,0.6963651059982602,-8.15,33.31,11.19,14.5,3.92,69.18,1.82,1.21,-49.1,0.3036987059626284,0.24981017200182146,0.30433330415318216,0
3477,61.16,0.14491442680815442,1.05,0.11450095897329872,0.9086924882560924,7.79,11.14,9.35,10.3,-0.03,77.0,2.75,0.89,-3.08,0.22899912349606946,0.09379353773923664,0.9478164059754122,0
3488,57.82,0.43918463037866295,29.24,0.050626537510587134,0.9876636997913242,9.13,17.36,9.62,9.72,1.05,79.09,3.05,1.2,24.47,0.38132113418247227,0.09785929556181393,-0.017572740573307287,0
3499,80.16,0.3660516808428811,0.65,0.19001912456471526,0.7948399750995409,9.35,19.43,12.87,17.78,0.0,79.58,4.13,2.21,31.74,0.14117551479558915,0.17535914278351866,0.649570439231767,0
3510,548.78,0.9187628846495064,68.43,0.009947737359296077,0.8746399077149054,-41.49,1.37,0.37,0.58,6.11,92.66,1.18,0.77,-4.99,0.2145521355202004,0.09005964269803272,0.01588366085323211,0
3521,42.61,0.5492164552354185,31.16,0.1377620372440973,0.9169672024398228,-17.8,-35.64,-18.28,-19.7,0.47,87.91,2.32,1.33,-7.36,0.3144957807224358,0.11952304184840885,-0.2594075407572897,0
3532,141.21,0.5759815248564134,52.34,0.022068786781922416,0.9662902232843408,0.49,6.19,2.56,3.07,5.05,85.08,2.75,0.66,46.13,0.09795695216049108,0.03525033784210231,0.014214593417555273,0
3543,46.04,0.14903645522520095,0.0,0.2330834932194109,0.9091546799589524,-2.2,-7.65,-5.77,-6.16,-3.47,79.54,0.76,0.5,-31.58,0.12674309258455327,0.21283594494646896,0.3945422024622519,0
3554,56.86,0.6136695081005535,50.89,0.04839153974385011,0.9688050796853024,-27.76,-6.63,-2.44,-2.47,2.81,86.26,1.86,1.13,-21.76,0.19962453148126508,0.06060745335398754,-0.16959767622025504,0
3565,74.69,0.176955930689458,0.45,0.0011366122539419445,0.7106745478163807,9.42,14.43,11.47,16.61,-1.07,39.33,6.36,1.61,-2.65,0.1259888587731339,0.18749545882534888,0.1658021771642019,0
3576,99.51,0.5023136631345617,33.37,0.007968760658225157,0.8958629895123745,9.94,19.13,10.46,13.1,1.07,62.42,2.0,0.89,54.58,0.18640372515050244,0.3492209056067784,-0.006372675526208493,0
3587,107.79,0.5477013079864244,20.48,0.059490168706513885,0.8695525314704914,1.24,6.85,3.0,3.41,0.8,91.86,3.13,1.67,-6.88,0.0962067495325105,0.12969339720461373,0.31310886297800805,0
3598,142.26,0.5991134857790935,50.71,0.007434869582574855,0.9462321728079226,4.67,23.76,9.53,10.04,2.52,81.45,4.05,0.82,27.13,0.25245517378179977,0.017506775621746358,0.031166536072740576,0
3609,33.89,0.22283539359256754,0.0,0.3182603274402,0.8548127152895186,8.38,11.07,8.7,9.67,-2.78,52.54,1.34,0.95,12.5,0.3228544917609453,0.1618033529188982,0.6649873898395453,0
3620,88.57,0.4638948035878603,36.15,0.06946366323336414,0.8600214590504034,0.43,4.82,2.68,3.03,2.77,86.58,2.13,0.81,-2.39,0.3318838157945776,0.08192251332450752,-0.03196349319186314,0
3631,23.17,0.3158183196076881,0.0,0.18202765157984896,0.9007065023852731,14.82,27.48,16.95,18.67,-1.47,68.16,1.41,1.32,-2.64,0.2739229459411526,0.2427376396543943,0.675608378368607,0
3642,142.33,0.5197125093226829,17.28,0.0570184726233762,0.8192897075111084,1.9,4.84,2.49,3.11,0.19,95.0,7.34,2.02,9.46,0.09842088798021237,0.1262487293093161,0.18896977748487215,0
3653,53.04,0.20460763150009809,0.0,0.1948348664584603,0.8802066363615513,13.05,14.12,11.48,12.92,-1.19,80.06,2.55,1.44,20.97,0.06799515673944248,0.03331996905080064,1.2314682251645683,0
3664,123.03,0.4665234066042794,32.3,0.016698147445715888,0.8901242456312081,-1.76,3.89,2.27,2.64,0.71,94.96,8.65,2.11,0.5,0.0707768364379561,0.0597271044205934,0.03470597594108428,0
3675,145.71,0.42929823256109423,24.89,0.003157516652720675,0.3415881815461056,1.49,1.69,1.02,3.01,3.18,49.48,6.98,1.09,30.74,0.09128437453305886,0.08531665226920294,-0.05622203180210727,0
3686,69.65,0.274375457981917,8.0,0.006211451046218625,0.8409366612017637,10.18,18.11,13.46,14.08,-0.31,37.85,7.9,1.39,26.87,0.0901391395949259,0.16418921593173127,-0.11995583089604145,0
3697,57.54,0.21147093331800246,0.28,0.04903656779576522,0.9250265391834028,6.45,8.66,6.61,7.28,-0.39,72.18,3.51,1.14,-16.08,0.14277983593660182,0.1539488980353265,-0.06381961682754089,0
3708,137.02,0.6388324569078334,37.21,0.08778086674275062,0.5943355049797207,8.45,11.09,3.82,6.33,-0.78,94.39,5.33,3.94,23.49,0.15447758719286064,0.09461229689078793,0.12300130748208472,0
3719,98.13,0.5513002355424117,30.71,0.15656198250430448,0.8825906984508791,2.68,8.47,4.07,4.78,0.38,81.46,2.89,1.61,31.57,0.2087433755892732,0.1194206402980528,0.05134059560660832,0
3730,80.72,0.321737724901906,11.05,0.08236825394885483,0.9198062719497264,16.6,30.75,20.77,25.41,-0.48,81.74,5.26,1.98,16.5,0.1357180767530374,0.07577369353363601,0.5103071197414002,0
3741,171.18,0.6988706242920291,48.81,0.007866491932098998,0.9095831888267089,2.62,13.88,4.2,4.61,2.18,81.41,4.65,1.08,8.01,0.1620377574302421,0.04835193579715712,0.0249874932070432,0
3752,155.15,0.6609427974799119,31.31,0.00806480088710817,0.8046882671856873,11.33,42.0,15.47,20.44,1.98,73.61,1.66,1.0,76.1,0.499900717449794,0.1939019120492896,0.060207826461046075,0
3763,205.84,0.7167681623289878,22.26,0.02815604192278781,0.8611818917985034,6.69,34.81,9.74,11.65,0.36,63.41,4.86,2.35,-9.42,0.05234565426465957,0.20303680694950926,0.2431124969007248,0
3774,94.99,0.3336278526631299,23.53,0.049441113304816514,0.7333621491849941,1.86,4.91,3.03,4.09,0.42,98.69,6.35,2.41,-10.15,0.032321589148281836,0.03853373203247672,0.36329397128696944,0
3785,87.58,0.32588868131606624,10.48,0.16948726895013627,0.5303803730601349,8.1,16.46,11.27,22.69,-0.24,86.1,4.27,3.0,22.52,0.11738356244488525,0.09905176587212043,0.3202876919011263,0
3796,113.63,0.2715499164825555,8.01,0.056159851864081324,0.3593434111711389,2.8,4.28,3.12,9.28,-2.0,90.58,5.85,1.58,3.42,0.0330609992608722,0.047320295184846685,0.17619180766154555,0
3807,94.14,0.27069793492401584,7.92,0.01928676179368513,0.8057866363807537,2.85,4.77,3.66,4.2,-0.14,86.46,2.5,0.69,-16.71,0.26211325073597824,0.12244777196753208,0.03655053138140229,0
3818,105.09,0.40820533198373854,24.84,0.04833818944474466,0.9642946344835374,1.55,6.06,3.5,3.63,2.02,82.51,2.38,0.71,-7.63,0.3418515267932977,0.12049782560122135,0.048912975019411095,0
3829,45.74,0.15367585468114467,3.59,0.13104810400250871,0.8508166279917263,6.62,9.72,7.91,9.71,-0.22,88.76,2.04,1.04,-1.96,0.2714239298260925,0.07708457957056293,0.3344747007121565,0
3840,97.36,0.41383692482778495,9.68,0.12622804075327246,0.8859392730662844,7.21,15.37,8.96,10.22,-0.22,78.58,5.75,2.03,9.82,0.06411161916278299,0.14121244494578788,0.2392725906848063,0
3851,77.21,0.2158242594321748,2.91,0.048915149138398784,0.8355150111282422,-3.71,-9.12,-7.38,-8.24,-0.68,93.38,2.33,1.04,-15.32,0.2557497428301787,0.02735833991301633,-0.022552742552556557,0
3862,690.57,0.9370611478214758,61.53,0.029894927477455844,0.932098042002112,-30.14,-75.98,-15.13,-17.32,3.7,108.84,3.13,1.2,14.46,0.10824756353813007,0.16660975826880184,-0.060161308164016374,0
3873,72.69,0.10750643365216153,5.44,0.07215121411062064,0.7751714721624621,3.18,6.24,4.8,6.1,4.94,86.21,1.36,0.37,-3.17,0.32786966724842315,0.04395864137106565,0.2456473683479631,0
3884,126.79,0.8264813793387343,69.69,0.0035285020304781515,0.9812783812999224,-75.67,-106.32,-28.37,-37.66,12.57,106.23,1.09,0.58,23.84,0.11836908517034735,0.06096308230074835,-0.4678273644913931,0
3895,68.76,0.5285680284663379,0.0,0.07595914900060452,0.9073621639211996,6.28,19.59,8.74,9.41,-0.54,52.2,1.49,1.08,-2.08,0.2381428678972079,0.07632846975950495,-0.08873674571284562,0
3906,96.24,0.3663401014225562,28.8,0.029354145586546827,0.8647623856966627,-5.78,0.69,0.42,0.53,4.74,71.87,1.17,0.48,-7.22,0.4014704987653859,0.09941673898929733,-0.06447714048793812,0
3917,164.92,0.7040246360091525,43.38,0.003374468204784895,0.8146033946890828,5.51,23.13,7.69,9.76,2.0,84.25,2.1,1.24,53.7,0.4829539849990941,0.15263156180905832,-0.04430054647409008,0
3928,154.47,0.5097060606809733,33.84,0.0318904165099299,0.5375925753909225,1.54,4.19,2.15,3.34,-0.06,90.53,3.55,1.18,-27.09,0.10595572200250286,0.2228477181074242,0.04418788176228875,0
3939,54.58,0.30636935479202515,12.64,0.14645616931165553,0.64783748934426,0.3,7.06,4.91,6.77,-1.59,80.98,1.87,1.23,11.99,0.24188208978734574,0.17351065523049428,0.22679325164554984,0
3950,98.28,0.5977979727624417,18.67,0.17225218175379514,0.9752239930340172,17.28,52.27,19.79,20.98,0.55,85.64,5.03,2.73,35.94,0.09917477362832096,0.1192222515323014,0.07117826919282441,0
3961,139.9,0.5372769855917631,44.66,0.010753504552635114,0.6722925092444673,5.77,19.22,8.23,12.16,5.26,74.91,1.66,0.76,-3.08,0.4279984608237925,0.13735662689235453,0.2112163429288252,0
3972,70.45,0.3560651926244215,10.27,0.17985204403431027,0.7291733673257083,7.62,15.05,9.75,13.52,-0.18,53.67,2.58,1.76,4.52,0.07029610325544589,0.032922870496191116,0.2625836827512064,0
3983,96.17,0.5408677810599687,40.86,0.11941137737160318,0.8782847367307394,11.03,28.61,14.26,16.57,1.43,74.49,2.31,1.28,48.38,0.16688728921333565,0.0829091772092491,0.07577855373672321,0
3994,215.63,0.7023727936175302,17.33,0.09481850419444568,0.8941418566100008,3.98,18.41,5.92,6.81,1.87,90.27,2.27,0.86,55.27,0.2844908603050894,0.30574753675907906,0.12405115427421788,0
4005,140.92,0.3912062867291322,25.8,0.01871127520945191,0.9103405312247064,3.81,11.2,6.59,7.12,3.77,79.26,3.94,0.46,11.46,0.20419063190515246,0.06858617635351788,0.16324199345911675,0
4016,177.19,0.6287346166933957,45.17,0.039927109386209685,0.4724253769572393,-47.93,-42.6,-21.24,-35.77,15.64,93.52,0.57,0.34,-2.57,1.8365035988501195,0.4906434873660078,-0.17913676834062642,0
4027,75.28,0.23828087873285786,0.0,0.15188851659605,0.8208959789923199,2.41,1.69,1.22,1.43,-3.96,68.1,1.12,0.57,-10.59,0.2311281577300677,0.1110713432418238,-0.29376445960164554,0
4038,80.57,0.6547919570360149,52.96,0.08046803813634247,0.93657791772252,-3.73,-5.61,-1.84,-1.91,2.35,94.53,2.29,1.21,-28.95,0.17276138267439456,0.0763735528044357,0.4562073787255979,0
4049,120.83,0.45369998355009006,35.07,0.16268885687525927,0.8862300738695118,5.45,13.03,6.87,7.88,6.35,58.14,1.2,0.35,89.61,0.22866233646943784,0.04413788281010022,0.17626781625318153,0
4060,13.13,0.2400302113346141,5.93,0.11047943361342738,0.9749182786565392,10.18,13.05,10.01,10.16,-0.93,71.73,1.59,1.08,14.24,0.2654363170971953,0.09450224466097032,0.38269806433884895,0
4071,56.78,0.4021024878250734,25.07,0.2609339471721344,0.8031252634057255,2.52,5.14,3.16,3.98,-0.44,83.96,2.77,1.66,15.57,0.1293811670853496,0.036852936243245135,0.19848810990797053,0
4082,106.84,0.4934413043670196,22.32,0.004883541226697525,0.90703418117171,6.02,16.11,8.46,9.41,0.85,84.52,2.3,1.12,31.82,0.0,0.1920056202934571,0.030726463144054174,0
4093,51.31,0.1745651238781898,8.94,0.04787873956400742,0.9373778634106223,5.86,7.49,6.15,6.51,-0.71,78.35,2.0,0.89,4.39,0.14382210955262992,0.030144317991248226,0.7083966005871859,0
4104,49.07,0.15432815839536576,0.0,0.11779718489693515,0.7861292944452375,7.18,10.58,8.64,10.82,-2.33,69.52,1.12,0.75,-18.91,0.15180124701994166,0.14782898468762462,0.8269632395252903,0
4115,126.2,0.5817124250980904,27.48,0.021217127986564773,0.931450464745028,6.21,21.99,8.92,9.62,1.34,76.7,3.06,1.01,15.45,0.27116128708847875,0.2270603679505437,0.05920523922010956,0
4126,193.27,0.5665541854695607,47.35,0.026976047479481985,0.16820327675151805,0.47,6.77,3.03,18.24,7.69,86.13,2.26,2.14,12.22,0.2382743140666853,0.1444024085281055,0.061544423447675585,0
4137,137.97,0.5533344943878985,26.3,0.019537930895540245,0.7184632383184991,3.87,12.76,5.96,6.93,0.74,41.39,4.54,1.65,-0.6,0.16119811071196616,0.04791269222888028,0.13399502977882208,0
4148,114.17,0.3477862857141191,25.67,0.02218204548985293,0.4542653741122101,2.66,5.82,3.63,7.61,0.73,89.03,2.52,1.15,-22.96,0.1997763211367671,0.0642272093777425,0.004506481161204245,0
4159,157.17,0.5979170633446087,47.93,0.012138222418697088,0.3928534237277559,0.05,8.51,3.19,8.38,2.58,77.73,3.18,1.7,19.96,0.21446346724341486,0.13374354328814142,0.016712224410089294,0
4170,108.57,0.6803882507359963,50.44,0.014431013782065297,0.7927209169817843,0.57,12.52,4.16,5.39,1.53,90.91,3.86,2.38,40.25,0.22233376976291516,0.08845689792336058,-0.07203424560750507,0
4181,165.33,0.5162165379027693,42.96,0.011062851751964245,0.5515411669371314,7.78,27.6,13.25,27.2,2.83,67.98,6.85,1.36,-0.28,0.10074490000360273,0.041693189850420274,0.22433713681262105,0
4192,79.96,0.4136712568795549,17.32,0.192436197760027,0.8417090154815261,8.62,7.58,4.34,5.6,0.86,70.29,2.32,0.99,47.83,0.16708868979325026,0.3096424172977893,-0.16870917021837212,0
4203,61.14,0.5666857288090476,45.86,0.025602527100339167,0.9883625110303772,5.31,21.12,9.42,9.76,1.44,91.12,3.31,1.68,28.68,0.3277926330775262,0.04613101797752833,-0.20381595523755613,0
4214,75.59,0.23554842299014386,2.52,0.039851313763934235,0.8251867331432335,6.37,9.95,7.54,9.23,-0.19,87.72,4.52,1.72,2.09,0.15428842881735372,0.10754325004291196,0.2081582056057629,0
4225,154.14,0.5177694547110756,36.82,0.07398515035334292,0.6265441074278411,5.82,21.15,10.23,17.23,2.56,71.37,3.59,0.96,13.73,0.10911492081167774,0.041671942992688366,0.25109856334148645,0
4236,57.08,0.2516256307968475,12.4,0.02272827347977941,0.8908093831702647,-12.89,-10.21,-7.72,-8.46,-3.42,65.28,0.91,0.5,-22.66,0.2344743797586657,0.229698053987244,-0.15247050874236065,0
4247,139.84,0.4964766100896845,37.28,0.02845917105190673,0.6697184894160535,-2.35,1.73,0.8,1.14,4.48,69.01,2.91,0.8,-24.84,0.14556636950254367,0.10072047538164733,0.07434985031414228,0
4258,85.31,0.3245336868341594,11.44,0.05552589877610295,0.6575268920286834,4.63,10.13,6.84,10.69,2.24,74.08,1.5,0.87,65.71,0.4040753287509995,0.17655598158433564,0.1450884424330437,0
4269,70.24,0.4059212920235925,23.28,0.01359878917437832,0.8284116085499328,-4.15,1.96,1.2,1.44,-0.62,91.94,3.78,1.67,-4.14,0.12695892999185468,0.10474982583754752,-0.044232764859676386,0
4280,41.83,0.1300509040438884,3.33,0.016007443969867592,0.9287476767067052,7.29,9.63,8.43,9.07,-0.75,90.8,2.33,1.45,7.65,0.21959854576154395,0.03387547088640208,0.3212661636249234,0
4291,185.73,0.6633529380547357,41.92,0.0902629710373788,0.9457718074823492,1.71,14.9,4.34,4.49,2.67,73.87,1.71,0.64,-40.19,0.21418361910546424,0.13094985648559634,-0.009161228324941836,0
4302,94.21,0.3168747104665444,22.14,0.0013897066326741831,0.476146020829239,1.41,3.19,2.22,4.07,-0.17,84.52,2.78,1.57,-14.36,0.1840493828159597,0.06662528070566097,0.1470690443108334,0
4313,113.11,0.4672889201543817,34.75,0.061534610920173774,0.7409822248561043,7.23,14.26,8.41,13.49,-0.24,81.71,2.89,1.45,26.98,0.21898445925719112,0.06080343648687112,-0.09740751574544937,0
4324,115.18,0.2950012742203485,6.38,0.012260385912811157,0.3520486280212133,2.23,3.63,2.59,8.62,-1.77,83.3,3.83,1.15,0.41,0.20887828743238496,0.14340994407505786,0.08400107716824567,0
4335,170.04,0.6565160697717658,33.42,0.03584423455868272,0.8919875319643412,5.05,19.42,6.73,7.88,1.05,87.47,4.03,1.74,17.0,0.19187384446839092,0.20799990063571624,0.11973792374031447,0
4346,99.44,0.5485851589202881,40.34,0.06369023031514838,0.9233647124651324,9.86,28.59,12.11,13.02,4.44,61.98,2.25,0.79,18.24,0.3915475659163422,0.13718391559768595,-0.006535906598511573,0
4357,128.58,0.5183617218261579,21.79,0.09621221533525498,0.8687579996081682,6.06,7.7,3.84,4.35,0.84,90.96,4.66,1.31,40.07,0.12763566354908526,0.1861217873833987,0.22972612269943854,0
4368,40.02,0.13934613630554551,0.0,0.19984682603848736,0.8474448464216638,6.44,6.93,5.73,7.11,-1.41,42.17,1.65,1.21,12.99,0.14354652929053932,0.13379948992281862,0.5087206078518557,0
4379,169.44,0.6808839562527641,49.96,0.09953580640144104,0.7953299224514301,-0.27,9.23,2.97,3.53,1.62,94.35,2.92,1.52,0.52,0.2497157848151923,0.0759393564609034,0.008244572640992555,0
4390,52.85,0.3636070083719997,10.04,0.0043541315107274645,0.8320143601182431,-4.84,-10.83,-7.24,-10.65,-1.07,95.21,1.88,1.84,-0.14,0.11884463316121445,0.06229161584931993,0.02562112992551231,0
4401,342.97,0.7886051179865854,65.14,0.020410454961512548,0.7393927140824925,-23.77,1.67,0.51,0.6,3.38,73.95,2.78,1.01,-54.04,0.08719890582568535,0.07469396990532166,-0.02570120160477908,0
4412,128.54,0.38116749977890413,22.38,0.008287150254892323,0.9028728841448704,18.0,47.56,24.64,27.63,1.56,72.27,6.67,1.44,-32.28,0.060369667737634476,0.06256616948037008,0.9758086924019432,0
4423,83.92,0.2631102045145875,10.32,0.022915384656328204,0.9182160582347471,1.45,3.95,2.89,3.12,0.42,39.5,1.73,0.59,-5.35,0.5325968458007244,0.1685986143971951,0.2777050485180125,0
4434,108.56,0.4031241322954805,25.65,0.04968702953639946,0.7014552372990028,1.02,3.08,1.8,2.59,2.35,69.72,3.12,1.04,15.28,0.2141593873171873,0.16187568759628385,-0.10587854671508497,0
4445,31.15,0.4405561663805082,1.06,0.2382555183887571,0.9326901710590488,24.64,51.04,30.84,33.17,-1.08,62.4,1.72,1.35,98.01,0.1974461477343456,0.2151339357854166,0.7470700693728091,0
4456,65.67,0.13731820865335545,0.0,0.12133408931961452,0.5750177665308221,6.61,4.54,3.91,6.68,-6.58,62.75,1.42,0.91,-2.04,0.238258246507884,0.16538400541880094,0.4185775898894149,0
4467,59.88,0.21315308798630267,13.34,0.03147713003283252,0.9877945832406576,4.1,6.23,4.99,5.1,0.56,62.99,2.36,0.83,7.13,0.3698645291020007,0.043428022983162014,0.006830512730097725,0
4478,56.63,0.15163383427250302,0.0,0.18570293895602508,0.6919660298234893,16.29,18.94,15.3,22.15,0.13,67.45,2.16,1.08,16.04,0.2746205217782,0.031906298872351815,1.343888939912399,0
4489,71.78,0.5208232245674503,13.93,0.07067631954420989,0.7802200874132209,15.72,42.95,19.74,26.2,0.1,90.38,5.81,3.69,53.48,0.16807658819127402,0.12706326120488073,0.016964289773868938,0
4500,85.4,0.5803139240256732,40.58,0.0012765727750446126,0.7684992112709383,0.48,4.81,2.2,3.12,0.68,94.87,3.4,2.48,31.98,0.2767819155312361,0.07545877989159523,-0.2859323564171323,0
4511,83.36,0.3455791147425411,20.92,0.04920505867641205,0.524680200185618,2.2,5.81,3.59,6.22,-0.55,63.34,1.55,1.23,-8.66,0.2834321815955996,0.12123307191265913,0.26362498600352663,0
4522,11.65,0.1151813771383956,6.6,0.045545831255979365,0.9456135773380526,6.36,7.19,6.59,7.07,-5.9,70.07,0.62,0.54,17.31,0.04254264993610544,0.004086437184585484,0.7622887141815285,0
4533,72.58,0.3572520924611552,7.29,0.09892582972081533,0.9123095114678744,17.49,30.14,19.53,21.92,0.15,79.39,4.49,1.8,51.65,0.16081982892707491,0.17843096040156295,0.5874723910460554,0
4544,58.48,0.10679060008125787,6.25,0.16562067814361714,0.6566260067803195,4.74,7.34,6.44,7.77,-1.19,81.14,2.13,0.96,-2.74,0.14953824534453955,0.01751353771115463,0.5136061188816238,0
4555,53.87,0.22400433878391168,0.71,0.4177100399522936,0.9510249048409188,-21.68,-31.16,-23.05,-23.91,-6.64,45.79,0.34,0.21,-49.99,0.2970552841592168,0.054742410958110416,-0.8878525588095026,0
