,X6,X9,X11,X12,X14,X18,X20,X21,X22,X24,X25,X26,X27,X28,X29,X30,X41,X42,X49,X52,X53,y
9013,246.34,0.7415725862301463,7.92,1.3460224172913156,0.05750599256076884,0.9053257391457644,6.0,12.3,3.04,3.37,3.97,-0.01,2.02,0.054300610626760934,92.55,3.72,18.08,11.57,0.18019244571623025,0.1133314460145955,0.0840434935222458,0
9014,270.15,0.7459555593383573,12.26,1.6335600121047813,0.1076437124490909,0.8648321771052359,2.28,12.33,3.16,3.5,1.72,0.19,2.39,0.06845319226612248,90.77,3.19,17.31,2.73,0.14097851071135706,0.10379595522164332,0.07742716983442004,0
9015,247.04,0.7356489199709539,6.5,1.5880606182613841,0.047278135469959605,0.8358935204422221,1.58,10.32,2.67,2.97,1.28,0.04,2.16,0.07007072518457748,90.84,3.24,17.06,-1.56,0.17493215917129135,0.06436771966013756,0.04735204344897333,0
9016,46.97,0.4700059977446506,22.97,0.3587545665379404,0.09978337224617044,0.7382951793301221,-5.25,2.48,1.09,1.49,-6.64,0.82,1.37,0.0827733104568107,90.35,1.7,2.43,-36.8,0.0051496092446365604,-0.3700561722611205,-0.17392862046515425,0
9017,70.57,0.4739321088743237,28.32,0.3947070299493559,0.10294564170320827,0.7589506689514265,1.63,2.66,1.4,1.73,2.37,-0.81,2.04,0.09154156226533504,88.81,1.52,8.08,3.4,0.007341708747477494,-0.20189576325206848,-0.09568488485084402,0
9018,73.89,0.5271738743393022,36.49,0.3877947161613263,0.09812401076078432,0.7526076510541801,5.33,3.46,1.72,2.2,8.3,0.55,2.68,0.0886284086130487,88.46,1.61,10.85,23.83,0.003156733430114145,-0.11455768042706073,-0.060391816226057236,0
9019,81.23,0.4954927749937421,29.81,0.4290244190384147,0.19734918911484128,0.751665775659317,-0.64,2.18,1.06,1.39,-0.77,0.8,1.27,0.05304996318223909,93.43,1.72,6.44,-8.04,0.002943278877069412,0.18206894561834355,0.09021384710461776,0
9020,65.02,0.5187490344369887,39.73,0.3118435149398493,0.03830674749787927,0.7900603098803614,-1.9,-3.95,-1.95,-2.47,-3.57,1.34,-3.65,0.11898769578435953,91.75,1.13,5.07,0.7,0.005155734285252625,-0.3552598330313851,-0.18429069535927686,0
9021,83.8,0.4789198212068733,23.97,0.18754063931844592,0.06624996548662361,0.8999562158078594,2.36,3.25,1.63,1.89,1.97,0.3,1.35,0.11535676072540688,87.11,2.38,11.45,-3.44,0.0024944042381840623,0.26205457905128043,0.12550313214568165,0
9022,93.11,0.5776934729483356,22.12,0.15939729975150754,0.08573673266809728,0.9062259697543004,11.47,23.8,10.96,11.93,7.31,-0.2,6.98,0.027752733718467024,90.24,2.58,15.1,60.07,0.00637892930036251,0.03058215392561512,0.017667110711529172,0
9023,102.08,0.5809267050545173,25.88,0.15490201390054273,0.05373487086132943,0.913554640916734,7.25,19.96,8.39,8.9,5.56,-0.42,6.44,0.03481040400196726,90.08,2.08,12.69,20.14,0.0038841003040052295,-0.018775713652149417,-0.010907313466990278,0
9024,77.87,0.5209834105164983,25.32,0.3224381199061134,0.11765886853810067,0.7997236636075191,8.16,10.85,4.87,5.41,5.97,-0.15,3.57,0.042717258936928335,92.16,2.09,8.09,2.29,0.003890866412846165,0.34510863767841105,0.1797958750564011,0
9025,74.47,0.5694054878728292,23.74,0.33826718704178044,0.1226269260219213,0.771749595401489,-7.95,3.81,1.74,2.08,-11.56,0.85,2.53,0.053587439364346685,92.12,1.07,-1.23,-6.65,0.006772098952959971,-0.1078343594263894,-0.06140147603863728,0
9026,109.83,0.5722034665851337,28.86,0.6546427120282996,0.11052789969200544,0.695625572927333,8.62,30.47,12.33,17.49,4.79,1.63,6.85,0.14645614451824654,78.23,3.61,25.07,8.45,0.17811983038958734,0.17408416948461836,0.09961156525669257,0
9027,108.22,0.5215891474547737,25.26,0.4709595767811535,0.34453978085624765,0.8129012601312563,2.46,25.82,11.77,15.19,1.44,1.27,6.86,0.12348731273223265,80.79,2.89,17.76,25.94,0.17349105273275664,0.2934040456227716,0.15303636601616294,0
9028,70.32,0.4316845927905798,11.19,0.7802663363953727,0.08469779698442717,0.8136254055087319,8.55,24.48,12.81,16.52,4.15,-0.05,6.21,0.12316751423343665,81.47,3.86,25.49,-0.83,0.14384963644338675,0.2341208974347336,0.10106638427287808,0
9029,59.38,0.4240426967678285,21.19,0.5650022306797897,0.16880886350215865,0.8896666302279345,-1.01,1.18,0.68,0.81,-0.66,0.39,0.44,0.17039579878996716,82.52,3.67,11.62,56.97,0.19733676497635064,-0.3771553231021752,-0.15992996030858805,0
9030,62.77,0.4222644597536088,14.16,0.675486063446584,0.05688409866798469,0.8677446734845179,-9.83,-10.48,-6.05,-6.78,-7.83,0.5,-4.81,0.1789851965829886,86.91,3.03,5.84,-12.89,0.2341878160944988,-0.13565531360928762,-0.057282417713932214,0
9031,59.72,0.3848504424454055,11.86,0.6275053478134359,0.1263012907776796,0.8763382647171376,5.08,10.43,6.22,7.01,3.26,0.41,4.0,0.1845376268110965,77.55,3.69,18.6,2.26,0.21988432753955287,0.2644947782624281,0.10179093243879483,0
9032,49.65,0.3317684823869232,8.68,0.5555989039768223,0.12399767388254035,0.879105015150004,11.41,19.93,12.8,14.32,6.53,0.23,7.33,0.20306290128714466,72.37,3.83,25.59,5.14,0.18854142104665986,0.3116862747328613,0.10340768234895498,0
9033,50.45,0.3483438783820182,11.6,0.5721769985039595,0.2008333140867967,0.9041292200932436,12.44,23.98,15.81,17.6,6.9,0.11,8.76,0.20572048974025947,70.67,4.13,25.18,20.62,0.1411316338453197,0.27705682545838384,0.0965110491123833,0
9034,41.01,0.3059954211552061,10.37,0.4844644941088516,0.19563622942502268,0.975922927774988,4.25,2.32,1.56,1.75,2.95,0.12,1.08,0.2376565052838832,75.15,3.43,19.85,-2.13,0.17184986789049675,-0.1976507261450689,-0.060480217188392665,0
9035,46.75,0.31947300190470673,10.52,0.5112438436989462,0.22969582432712066,0.9789879902155048,7.61,8.62,5.92,6.37,4.65,0.09,3.62,0.2236766129084403,74.02,3.85,24.33,10.5,0.12872578856663375,0.3374875372467501,0.10781815662964578,0
9036,11.44,0.1449495157912806,5.33,0.4722339997941755,0.04133714436990349,0.8427591252407535,5.17,7.06,5.96,6.96,9.22,-0.45,10.62,0.3907892744969949,51.1,1.21,28.65,1.92,0.5338979799626306,0.5569598601812357,0.08073106204844946,0
9037,13.36,0.12054596553726712,1.5,0.5235029864907499,0.035200277659406594,0.8542968527887648,7.2,10.13,8.79,10.17,11.13,-1.56,13.58,0.3270769915519529,53.72,1.45,30.73,3.14,0.4146370961801333,1.1131921573781889,0.1341908234396672,0
9038,13.03,0.11948630522185158,1.22,0.5514600380647527,0.03503197495650786,0.7768509376141581,11.0,16.22,14.27,17.25,16.53,-0.94,21.45,0.2844757105210492,50.1,1.55,33.53,12.78,0.3964519511553761,1.4529794128067035,0.1736111415996885,0
9039,11.58,0.11332418245968695,0.93,0.483724428517415,0.04127191520438489,0.8017899843712135,13.53,18.44,16.3,20.31,21.14,-1.11,25.46,0.24980002187695466,49.56,1.41,34.46,13.17,0.3785018804297352,1.03017074921756,0.1167432579489632,0
9040,8.98,0.10417538684712553,0.63,0.5163296721065843,0.02373124797840596,0.7748034820933952,10.48,14.11,12.58,15.74,19.6,-0.9,23.52,0.2582114430909013,50.66,1.19,31.08,9.21,0.4221166124218905,1.0520322432639622,0.10959586591767256,0
9041,8.46,0.11078668099533576,0.39,0.4881830272306236,0.005484414941126461,0.7654490945603332,10.83,13.72,12.25,15.69,19.99,-0.56,22.6,0.2489358229195955,52.51,1.26,31.49,12.36,0.3936535298567248,0.3898218724109362,0.04318707142379488,0
9042,9.09,0.11305059417182145,0.3,0.5823067346584083,0.02206814801624385,0.7230682005127963,8.17,10.37,9.21,12.23,16.09,-0.28,18.14,0.2624317538799637,55.62,1.32,29.13,4.56,0.39290896589324775,0.7670978809259174,0.08672087122662009,0
9043,7.78,0.10543929461074493,0.0,0.5998180654936546,0.01623102328524853,0.6810435941866749,5.47,6.47,5.76,8.15,10.72,-0.4,11.3,0.2790054885665906,60.8,1.57,26.27,3.79,0.3747929638743851,0.8195145069355071,0.08640903153455227,0
9044,10.94,0.1408104878259426,0.44,0.6291795414491288,0.0252506033711628,0.6723137144600512,6.47,9.59,8.4,12.27,11.97,-0.35,15.52,0.2549247100604993,58.98,1.75,26.99,10.75,0.3684350348769633,0.7416497295566813,0.1044320602148547,0
9045,9.66,0.13881722494754714,0.31,0.6295719402078201,0.033358281964831524,0.6875010721314839,6.22,6.54,5.62,8.2,12.28,-0.34,11.1,0.2829292986211571,60.6,1.72,26.09,5.92,0.3602765928169777,0.6384518001762464,0.08862810716323244,0
9046,87.82,0.5309143080745468,37.17,0.8088749549785459,0.007714045843993719,0.9457215841364752,6.66,23.68,10.54,14.06,10.86,3.52,17.17,0.2769057923875621,55.51,1.41,26.89,2.46,0.7295000011715529,0.14852804114436668,0.07885566219382925,0
9047,83.93,0.505932458691961,34.91,0.8663684158527176,0.009866047039960735,0.9464240721913614,3.78,13.7,6.6,9.02,6.65,3.61,11.62,0.2754221669834064,60.84,1.43,23.13,1.32,0.7075959739980183,0.15445686416646962,0.07814474104959221,0
9048,81.57,0.5263306434172336,36.78,0.8122267658532561,0.02361559813111018,0.9371483384421474,0.65,12.48,6.04,7.82,1.2,3.33,11.23,0.31456046233320245,57.31,1.39,23.78,4.44,0.7697086388484825,0.02414687276860652,0.012709239080814744,0
9049,96.57,0.5384483046518467,38.97,0.8796801535665113,0.014510518024280643,0.9354881388889341,0.7,10.77,5.03,6.09,1.33,3.39,9.54,0.3495357836474228,55.51,1.31,23.75,2.4,0.8078851674630191,0.0009502203288265324,0.0005116445251023667,0
9050,97.03,0.532329969880728,38.64,0.8719473984315264,0.03079333595711258,0.9265071683275088,0.28,1.99,0.93,1.12,0.61,2.93,2.01,0.4063385733344192,57.36,1.11,19.21,0.17,0.9028781497365064,0.04653542109357954,0.02477219930913219,0
9051,78.36,0.4840036561698012,29.57,0.7460070209492309,0.03608818608469337,0.9310688895447496,-4.32,4.51,2.22,2.69,-9.63,2.41,4.94,0.3922878925605453,55.83,1.03,16.6,1.69,0.8748438575224827,0.08964942422595508,0.043390649098879804,0
9052,67.18,0.4593130589142317,29.7,0.7141811189295268,0.049354050693283184,0.9262146446974112,-0.5,3.46,1.83,2.09,-1.11,2.02,4.1,0.3801196060960455,57.88,1.0,16.71,-7.4,0.7892610950770796,0.057120780456245995,0.02623632039892661,0
9053,70.84,0.4568916231319642,28.65,0.7056637255525792,0.09178934467219567,0.9207210175293572,0.33,2.94,1.59,1.73,0.71,1.66,3.41,0.3577481128573284,60.82,1.06,18.86,-0.16,0.6862561487140462,0.1836517744594965,0.08390895732386479,0
9054,63.59,0.4501287302923313,28.41,0.6888593398671868,0.05419836497872765,0.9102083706525212,1.17,2.17,1.19,1.31,2.46,1.38,2.5,0.3629424477544845,61.21,1.08,20.02,0.01,0.6157833295871799,0.10217792009397617,0.04599321743581277,0
9055,22.03,0.23213149533758376,0.58,0.4041252452997396,0.10685876580261752,0.930222005195927,0.35,2.19,1.47,1.62,0.81,0.41,3.39,0.3396530225237779,62.64,0.86,15.08,27.84,0.5256132900546795,0.16528103697782148,0.038366934264608174,0
9056,48.96,0.3834040431700099,23.31,0.6840277649646902,0.024279206259172258,0.9899162176331179,-4.2,-6.18,-4.0,-4.68,-6.21,-0.8,-5.91,0.09196416445102794,96.0,2.0,5.81,0.73,0.1397020754382603,-0.01807338154110849,-0.006929407556615221,0
9057,84.88,0.4943067859507157,23.4,0.7864062385006257,0.1642471971851822,0.9763429085085308,-7.79,-12.7,-7.11,-7.28,-11.63,-0.45,-10.61,0.12415797992691685,98.2,1.44,3.97,4.82,0.14007493606701493,-0.09040156831122784,-0.044686108676827103,0
9058,127.18,0.5836273037418254,5.59,1.0825789541459594,0.03057641185240166,0.8725248614489438,-4.49,-3.27,-1.5,-1.64,-5.94,-0.49,-1.99,0.146987796017763,87.29,1.68,7.16,7.04,0.12947620976556107,0.0007449123743961452,0.00043475120059274336,0
9059,172.84,0.6593568791992966,5.98,1.4441285781908202,0.016352535616116402,0.8393942969874549,-10.24,-27.07,-10.31,-12.14,-17.92,-1.23,-18.04,0.16498006648135233,101.54,1.58,3.37,-11.84,0.16039091442119724,-0.1355530794047865,-0.08937785540219446,0
