,scaled_X7,X9,scaled_X11,X14,X18,X20,X21,X22,scaled_X24,scaled_X26,scaled_X29,X30,X34,scaled_X48,X49,X50,X52,y
0,0.09320232143883234,0.5063871291542916,0.7535243711416199,0.010948796781119041,0.5609026102593563,-1.98,3.31,1.76,-0.06929326996780621,4.557441253263708,-1.0067223166137242,0.88,0.68,1.8225035525125954,1.1547368179120696,0.4455313992414061,-0.1710105082047715,1
1,0.04524124193146777,0.5089073056335868,0.8574587671611537,0.060277769670474574,0.5749941951285718,-9.67,16.78,8.26,1.1767591598957534,5.199738903394256,-1.7684863706877432,0.81,0.61,0.30125306807905955,0.8444859068240229,0.17024542727364586,-0.11338957814370712,1
2,0.6396215211936641,0.6247078556878363,1.1552566110752787,0.00028780216844448485,0.8079961012548389,-11.7,-23.49,-8.07,-1.7617660585620112,1.6592689295039162,0.13444633227450808,1.93,0.95,0.36326056065107876,0.16478900516915673,0.0993457423487707,-0.07328393878802268,1
3,0.14422800666551738,0.6590687248067731,1.2960471758960657,0.2033414520327861,0.7735388634990403,-30.08,-27.65,-9.91,-2.011957688180285,2.7506527415143602,0.10785255226416589,1.21,0.75,1.0711794341816303,0.0683681561537647,0.04622189604619338,-0.18977476176017788,1
4,-1.383784404987646,1.6806215492543044,3.221413434073528,0.025409641706535827,0.8888159034653914,-57.3,0.0,-10.93,-1.8966733098267667,13.178851174934726,2.4297850336115845,3.28,0.39,-3.445032941480429,0.04755795440771073,0.31209319468245555,-0.018790211494420117,1
5,-1.383784404987646,1.1182065135232575,-0.6683866212107251,0.021023073266466224,0.9219179430410828,-14.37,0.0,-9.47,-1.6489345393223975,12.024804177545692,2.500110807416711,5.85,0.34,-1.8199199069887613,0.0352645637854969,0.008957617763065254,-0.012068576047261229,1
6,-0.494435825240859,0.3429528376185961,-0.11185847231180313,0.025550650116918632,0.8140544386590255,-26.11,-41.4,-26.28,-4.002452859113905,-0.09007832898172324,0.5818128093373732,1.36,0.81,-2.336649011755587,0.3304492252090713,0.10924113419860493,-0.5564047694206146,1
7,20.985232431190028,0.955309320910638,2.0103197272643514,0.023654470020085104,0.3821862590697016,-77.01,-543.32,-66.12,-14.09719454238847,3.466057441253264,0.8483415823299116,3.14,2.65,-3.472936313137838,1.0651711670048334,0.008076060871021152,-0.8463872493178315,1
8,-0.5488325767587965,0.33822626720380605,-0.06947387819036203,0.06664497336811229,0.8015016025480013,2.01,8.53,4.93,0.18212478920741992,0.7140992167101827,-2.4794267562975536,2.33,0.83,-0.32140550316496574,0.1269667416836469,0.2480974407325397,-0.27230151460037805,1
9,-0.7270393993372792,0.31302370955743075,-0.12991799502441717,0.16281782368286235,0.8980140620307504,-25.8,2.35,1.58,-0.2667484286371301,0.3120104438642297,-2.350594666469674,1.82,0.83,-0.24234595013564136,0.11817614491783425,0.18231976186443616,0.13987912119058804,1
10,-0.3796663410523091,0.4176317456142713,0.22500691053165026,0.18173862233511293,0.8174546536996941,-47.35,-5.95,-3.79,-0.9510961214165261,-0.027415143603133168,-2.3588682869173363,1.93,0.83,-1.2044955432114715,0.14283437169967542,0.2089020725212343,-0.12347702082855813,1
11,-0.2219923767932734,0.5457107198031311,0.5692435271353543,0.061967417499677366,0.7397926059590143,-17.49,-14.41,-7.32,-1.5974244979304,1.596605744125326,-2.4888823225234527,1.71,0.89,2.1986823407828444,0.08678895281914611,0.2308440631863635,-0.10146658094622824,1
12,6.592005209829724,0.964340573809449,0.586934488159956,0.03311829126938668,0.8487101186512095,-24.56,-156.69,-22.83,-3.86263988962134,3.513054830287206,1.1071877077639078,0.74,0.7,-2.242604314688025,0.3940903507743249,0.26511622275042585,0.1827190837136851,1
13,5.124978451991036,0.9269154551988552,-0.05620565742191094,0.014094979412860824,0.7327693202547622,-21.83,-279.66,-14.18,-2.735551126782155,4.969973890339426,1.337076161631087,0.71,0.66,-2.4151918356801447,0.6314299838140909,0.04928904361964738,0.1020490292597264,1
14,-1.383784404987646,1.4708807875862984,0.13286648852851748,0.0056536182418068645,0.7547931791301493,-40.89,0.0,-29.61,-5.723133527518013,7.251958224543081,2.12425204993721,0.85,0.76,-2.405373982689575,0.9288710555323424,0.02356197978809393,0.045159957339825633,1
15,5.827999004003142,0.8662002877389599,0.8589330139132038,0.0008229254333166152,0.696114146542251,-28.21,-68.56,-17.35,-3.601410393990495,-0.07441253263707573,1.090049493979465,10.16,5.96,-2.878181113551221,0.02841566016697605,0.03581906764433036,-0.2818974016502732,1
16,-1.383784404987646,1.072757458948597,2.3258085322030775,0.06582045659827017,0.6385829127864744,-22.24,0.0,-14.86,-3.397823087536409,0.7140992167101827,1.2159267193617502,5.52,2.37,-3.0476682599147398,0.0587392192243581,0.04983717722749238,-0.1909194134325427,1
17,11.152138520178514,0.9265718120366806,1.0148346079425046,0.07663536329179113,0.6546537987242107,-8.21,-109.95,-11.43,-2.2241300015330365,0.1971279373368146,1.1325995419960122,8.06,3.36,-2.482366619299832,0.03642959746559533,0.13708333694675778,0.0008366695857661857,1
18,-0.12193300005746154,0.04103586204107542,-0.6683866212107251,0.06953904291583557,0.21233022901848933,-13.98,-1.48,-1.2,-1.2908171086923195,8.113577023498696,0.9576715668168738,0.6,0.52,1.2106962924686733,1.247207679340481,0.020460291870013133,0.1487683161870517,1
19,3.1332911950046936,0.844524422766602,1.413618354372063,0.012509894929358414,0.9424615150484442,-36.65,-26.44,-9.06,-1.624405948183351,0.8655352480417754,0.6911427938243345,2.17,0.98,-2.2477716057356933,0.1470003837747174,0.2050669662436276,-0.3243484785279239,1
20,0.6765500201114751,0.5022653478547819,0.044043121717497476,0.0024138667543051238,0.5409897316654366,0.38,4.53,1.95,-0.04967039705656904,2.066579634464752,-0.2360936692029239,1.79,0.66,-1.7093398785686604,0.4190067704097685,0.8177119925492865,-0.005109046786141448,1
21,1.3142944703020556,0.6546357498101003,0.7487330691974571,0.0011430921927106446,0.4378690083052799,-51.33,-50.23,-22.6,-6.045684500996474,14.552219321148824,3.0497155942971133,0.51,0.2,-2.553158506652887,1.32979469517865,0.2187789177268408,-0.4173327123814343,1
22,1.8113735179758284,0.5527575190013404,0.6374274394176725,0.0006110973456894701,0.08381746075981081,-23.35,-63.55,-24.42,-10.702437528744442,15.889033942558747,5.392923099652804,0.4,0.27,-4.803513757912414,3.9647604799923815,0.17413023998054508,0.05490715071465965,1
23,8.441188300867669,0.9076745205856496,1.7239472956786142,0.0042663185891298255,0.8523093425792817,-25.04,-64.82,-9.62,-1.9077111758393375,3.1997389033942554,0.7508310556253247,2.1,0.86,-1.7010722128923914,0.35788847293104903,0.15386061802240442,-0.1393791240168567,1
24,6.2385029401061125,0.8153898259858426,1.7759144936883808,0.00643223419448396,0.1379258288504962,-34.67,5.47,1.5,0.3489192089529357,11.048302872062663,-0.28632636477801404,2.95,2.17,-4.108513112001034,0.08402188232889081,6.286271223686455e-06,-0.09756617658994857,1
25,3.1496868356030574,0.7639716112815449,1.99852575324795,0.016050805124400925,0.9858409749959676,-13.09,-29.39,-8.34,-1.5226122949563083,3.7114882506527413,1.2714781709389098,2.58,0.6,-1.553804418033846,0.3272527270678093,0.017012770009875142,0.03276083895702708,1
26,4.387787546208509,0.7682572364061857,1.8017138118492582,0.017840849632023276,0.16735339317500608,-14.75,-37.61,-10.05,-6.184271040932086,19.847258485639685,-0.07830390780822778,1.19,0.73,-4.355509624079577,0.048132084736868114,0.013877210304080248,-0.3203379267380241,1
27,-1.383784404987646,1.0324103593226377,2.6715193955588323,0.012313378924188444,0.02103933984015853,-29.84,0.0,-13.23,-13.957381572895907,27.079634464751955,5.974440422545617,1.43,0.45,-4.723937475778324,0.0,0.009718899737096028,-0.04998111061341607,1
28,0.891532111321803,0.432677623453596,0.7785865659264719,0.06418139560080759,0.9524655932975008,-28.8,-38.03,-25.17,-4.282078798099034,2.964751958224543,2.657309595922288,1.27,0.3,-3.308616457821987,0.07656290352914266,0.028434382826634918,-0.2532391046740974,1
29,-1.383784404987646,1.0767979330307391,2.1559015940293005,0.011065141549894748,0.9843329864420874,-37.64,0.0,-29.03,-4.345853135060555,-0.1370757180156658,3.15195390411465,5.1,0.55,-3.9798475649140936,0.011484463515119274,0.25528770845199794,0.0,1
30,-1.383784404987646,1.0919985310317764,2.5064037593292174,0.009728922226206478,0.7020698470363619,-34.75,0.0,-29.89,-5.254637436762225,4.703655352480418,1.6538376301987163,2.07,0.68,-3.4155793825087204,0.44465906821132817,0.2493116542798755,0.05611489257508236,1
31,5.417801528472103,0.9073697129932072,1.6089560490187045,0.003807330311337216,0.7688942163740135,-78.28,-696.2,-74.9,-12.809443507588531,13.654046997389035,4.012410430671494,0.31,0.22,-0.8686216251130344,0.23823663745089085,0.08920078291209259,-0.7636349267436937,1
32,-0.3182209963799345,0.4624437403343666,-0.6635953192665622,0.15669560398004728,0.7450620802888189,-30.06,-56.82,-29.75,-4.795952782462057,1.1684073107049606,-0.21009086208170072,2.28,1.15,-0.6800155018731431,0.2261059030174439,0.05604333716651007,-0.14789140063532927,1
33,1.3032618897125021,0.7017322503715572,-0.6617525108264996,0.06978114068323893,0.6339043683184671,-38.68,-95.3,-41.8,-6.76191936225663,0.933420365535248,-0.36788062347639683,2.52,1.08,-2.577961503681695,0.2963974193782312,0.1304307018110849,-0.5071909365612828,1
34,0.05627382252102128,0.4696180144518426,0.2379065696120889,0.01094804808513525,0.5737982007168777,-6.34,3.28,1.44,-0.22137053502989423,4.62532637075718,-0.13444633227450556,1.04,0.58,-0.9523317400852603,0.7976496131645286,0.3489190578831292,-0.13069724221657034,1
35,0.9485337777011629,0.6733694884872222,0.7837464295586474,0.0007969376055510642,0.5454569932313862,-25.94,-31.83,-13.51,-3.4162195308906944,1.6070496083550911,0.7656053778532925,2.5,1.62,0.4531714248805065,0.3146060122197272,0.08573336288758898,-0.2768954716747578,1
36,0.04738646593499208,0.4384303075207043,0.5736662673915048,0.011144886594378805,0.48589996900008703,-47.72,1.89,1.14,-0.21155909857427563,0.8655352480417754,0.03279899534608974,1.42,1.24,1.619429014339233,0.4076028395272985,0.05237130806321176,-0.3365792394841814,1
37,1.189565017525714,0.6400090831776987,1.4375748640928776,0.009309335236597672,0.8957766945324023,-7.72,-18.64,-6.76,-1.3975164801471713,1.9725848563968666,0.8631159045578795,1.7,0.68,-1.8602247771605736,0.2844298320700427,0.04251481402594385,-0.21830279561041527,1
38,1.5012354191806012,0.6291675052940154,1.4180410946282134,0.012083355696343164,0.8695997408842475,-14.79,-24.77,-9.04,-1.760539629005059,3.810704960835509,1.1461919184457428,1.49,0.44,-2.138225035525126,0.2735223859207314,0.06650379452811885,0.1725321065084524,1
39,10.592694746116571,0.885627703737574,2.093614668755183,0.0035032448061332985,0.8598555598448929,-30.72,-100.74,-24.77,-4.007358577341713,13.298955613577023,4.898869764349562,0.84,0.17,-4.157085647849115,1.0795884867217898,0.18390048534861486,-0.0017958072914474094,1
40,1.787929284223027,0.6762555024165501,1.074910163088547,0.013690901286192944,0.8774160066883047,-10.6,-15.61,-4.17,-1.041851908630998,5.372062663185379,-0.2496860456526545,1.03,0.36,-1.1564397364681567,0.14323626540921458,0.2360589407640197,-0.1620069190553744,1
41,10.195062154034746,0.8862642646848999,1.548143370496637,0.00031201500250394726,0.7402469220940131,-80.04,-150.88,-36.83,-5.537942664418212,13.878590078328982,4.621112506463768,1.1,0.27,-4.008267665676269,0.20145418976092425,0.13018235224332453,-0.5526225603903133,1
42,1.383861020130629,0.5911662794335266,0.539758592094352,0.007001683657870062,0.73508066033829,-19.43,0.2,0.08,-0.4617507281925494,4.155352480417755,0.538671788431707,4.22,0.81,3.430047797442191,0.20018674417009,0.09384413137366024,-0.12013420733217167,1
43,4.628512325461128,0.8550421201598277,1.092232562425136,0.0014891291009878724,0.8240145588102789,-38.23,-114.4,-36.13,-5.198221677142419,0.22845953002610964,1.8364482529363975,4.16,1.94,-2.7887869784265598,0.12058217706123688,0.13006787991544938,-0.4603421629428892,1
44,2.294048918768795,0.7861468788914889,1.1652077766516171,0.004595305459711934,0.8151066650969688,-18.67,-100.79,-17.75,-3.1022535643109,0.7402088772845953,0.6799143089310792,4.39,1.89,-0.552383412995737,0.20930407681191607,0.1494423933660518,-0.2420086002474655,1
45,1.3539811143672547,0.6478265726201256,0.8279738321201512,0.002056267711361589,0.7214213619240388,-23.39,-59.15,-15.5,-2.969799172160049,0.6879895561357703,1.0983231144271268,3.99,1.84,-3.255393360031004,0.2633869395587757,0.09175268153922717,-0.15576619683377646,1
46,-0.33645540040989125,0.5011469771433575,0.37906569612088836,0.041501628228663864,0.6629893824989194,-44.33,-38.72,-16.28,-3.758393377280392,2.60443864229765,-0.033980941124324406,0.79,0.59,2.6590879731300867,1.454998406254862,0.5000175450561121,-1.0206353726859323,1
47,-1.383784404987646,1.1920982316281197,-0.3820141896249884,0.023143520438191338,0.8184856531009239,-51.25,0.0,-6.82,-1.4171393530584087,9.053524804177547,1.6053778532909815,0.67,0.24,-0.9983206304095079,1.4398399051467925,0.2896791554246056,-0.02019626810754543,1
48,1.4201765979045762,0.5265296698929413,-0.1151755275039159,0.003219016067649361,0.19273392108162155,-9.72,-6.38,-3.18,-0.9694925647708109,2.4425587467362924,-0.2904631750018455,0.17,0.07,-4.361710373336778,0.5097774663342037,1.9636059946471671,0.025682131180151932,1
49,2.914018655787317,0.6903857496666704,-0.059891274302036175,0.0019357172549869391,0.19362432541489874,-18.88,-1.12,-0.45,-0.5451479380653074,3.5757180156657964,-0.9157124916894424,0.77,0.07,-1.1564397364681567,0.19554905755863547,2.5963919438542478,0.03159602187611476,1
50,0.37591219904614154,0.4471318786817248,0.6396388095457478,0.003674668437702925,0.7154613622868642,-12.02,-16.07,-8.13,-1.704123869385252,2.0300261096605743,0.49730368619339704,1.65,0.51,-0.561167807776773,0.3953850644284858,0.06470695511902669,-0.03972298037072945,1
51,1.385546553276255,0.6476849495724843,0.3960195337694647,0.003809287127865472,0.9052706473570312,-57.75,-29.85,-14.24,-2.6717767898206346,1.7167101827676239,0.9623993499298235,1.67,0.44,-2.221418421392585,0.4315243841891077,0.11002983980707856,-0.014213965385584322,1
52,-0.36219808845218265,0.429233590258976,0.08237353727080081,0.0006796391478487518,0.9773302732629536,-31.11,-24.3,-12.37,-2.3332822321017934,4.014360313315927,0.70237127871759,0.87,0.47,-1.4003358739180984,0.22390580095212065,0.015924985205129034,-0.06756703951375828,1
53,0.6466701143481008,0.4664312550365232,0.05767990417396116,0.003314995906333743,0.9813261954236704,-21.43,-32.22,-17.8,-3.3033880116510805,1.5339425587467364,1.3494865923025794,1.44,0.52,-2.995995349438057,0.2122428739026352,0.06343239731714588,-0.2426036544593169,1
54,0.8664023444233753,0.6064618177679625,1.2116465493411959,0.052623925725591485,0.5291560628111558,-34.23,-29.48,-14.1,-5.0976544534723285,5.988250652741515,1.7460294009012354,1.22,0.88,8.318821857641131,0.15871131878377173,0.11762220658696335,-0.23177245380751466,1
