,scaled_X7,X9,scaled_X11,X14,X18,X20,X21,X22,scaled_X24,scaled_X26,scaled_X29,X30,X34,scaled_X48,X49,X50,X52,y
0,0.09070582097339189,0.5063871291542916,0.7131052865393158,0.010948796781119041,0.5609026102593563,-1.98,3.31,1.76,-0.07099143206854346,4.323383084577114,-0.9775168265788337,0.88,0.68,1.405140993669672,1.1547368179120696,0.4455313992414061,-0.1710105082047715,1
1,0.04404859506596107,0.5089073056335868,0.8133274100399822,0.060277769670474574,0.5749941951285718,-9.67,16.78,8.26,1.1725826193390454,4.935323383084577,-1.715881426321064,0.81,0.61,0.2756570113178592,0.8444859068240229,0.17024542727364586,-0.11338957814370712,1
2,0.6222702541551764,0.6247078556878363,1.100488671701466,0.00028780216844448485,0.8079961012548389,-11.7,-23.49,-8.07,-1.7600979192166464,1.562189054726368,0.12859802377201796,1.93,0.95,0.3216957605985038,0.16478900516915673,0.0993457423487707,-0.07328393878802268,1
3,0.1403443392710739,0.6590687248067731,1.2362505553087515,0.2033414520327861,0.7735388634990403,-30.08,-27.65,-9.91,-2.0097919216646263,2.601990049751244,0.10282113704711446,1.21,0.75,0.8473048148858623,0.0683681561537647,0.04622189604619338,-0.18977476176017788,1
4,45.85637623909965,0.9745365140414698,1.7814304753442916,0.046445711690721335,0.9192822218521141,-9.0,-69.29,-4.43,-1.0709914320685434,6.636815920398009,1.3756265215523413,2.82,0.39,-0.28409744868597736,0.10679367164680978,0.2839110937547896,0.033943760916796926,1
5,-1.3461280465081615,1.6806215492543044,3.0928476232785433,0.025409641706535827,0.8888159034653914,-57.3,0.0,-10.93,-1.8947368421052633,12.53731343283582,2.353429757983674,3.28,0.39,-2.5058507577210816,0.04755795440771073,0.31209319468245555,-0.018790211494420117,1
6,41.82060073041664,0.9692836366415232,-0.658018658374056,0.018014809204464816,0.9064850783634184,50.78,0.0,-10.05,-1.7503059975520197,9.402985074626864,2.442789631963339,4.59,0.31,-0.6305390370228274,0.0940887049951923,0.019686419573747144,-0.030189424253164163,1
7,-1.3461280465081615,1.1182065135232575,-0.658018658374056,0.021023073266466224,0.9219179430410828,-14.37,0.0,-9.47,-1.6474908200734395,11.437810945273629,2.421595302878418,5.85,0.34,-1.2992518703241895,0.0352645637854969,0.008957617763065254,-0.012068576047261229,1
8,-0.4809569948572708,0.3429528376185961,-0.12136828076410487,0.025550650116918632,0.8140544386590255,-26.11,-41.4,-26.28,-3.996328029375765,-0.10447761194029849,0.562222540455392,1.36,0.81,-1.6829081143295608,0.3304492252090713,0.10924113419860493,-0.5564047694206146,1
9,20.414772303793693,0.955309320910638,1.9250111061750337,0.023654470020085104,0.3821862590697016,-77.01,-543.32,-66.12,-14.070991432068542,3.2835820895522385,0.8205642274094226,3.14,2.65,-2.526568194897372,1.0651711670048334,0.008076060871021152,-0.8463872493178315,1
10,-0.5338749347842291,0.33822626720380605,-0.08049755664149269,0.06664497336811229,0.8015016025480013,2.01,8.53,4.93,0.17992656058751533,0.6616915422885571,-2.4049835314334795,2.33,0.83,-0.18664876270861308,0.1269667416836469,0.2480974407325397,-0.27230151460037805,1
11,-0.7072370872773349,0.31302370955743075,-0.13878276321634833,0.16281782368286235,0.8980140620307504,-25.8,2.35,1.58,-0.2680538555691555,0.27860696517412936,-2.2801088357439476,1.82,0.83,-0.12794935737579127,0.11817614491783425,0.18231976186443616,0.13987912119058804,1
12,-0.3693075948423643,0.4176317456142713,0.2034651266103953,0.18173862233511293,0.8174546536996941,-47.35,-5.95,-3.79,-0.9510403916768665,-0.044776119402985065,-2.2881283116139177,1.93,0.83,-0.8423172837137923,0.14283437169967542,0.2089020725212343,-0.12347702082855813,1
13,-0.2159201013639415,0.5457107198031311,0.5354064860062194,0.061967417499677366,0.7397926059590143,-17.49,-14.41,-7.32,-1.5960832313341495,1.5024875621890545,-2.414148646713445,1.71,0.89,1.6844427393055819,0.08678895281914611,0.2308440631863635,-0.10146658094622824,1
14,6.412834463740031,0.964340573809449,0.5524655708573968,0.03311829126938668,0.8487101186512095,-24.56,-156.69,-22.83,-3.856793145654835,3.3283582089552235,1.071459258198482,0.74,0.7,-1.6130826779205831,0.3940903507743249,0.26511622275042585,0.1827190837136851,1
15,4.985689796526795,0.9269154551988552,-0.06770324300310977,0.014094979412860824,0.7327693202547622,-21.83,-279.66,-14.18,-2.731946144430845,4.71641791044776,1.2942861234426464,0.71,0.66,-1.7412238634183772,0.6314299838140909,0.04928904361964738,0.1020490292597264,1
