,nondelisted,delisted
0,0.6770432417378198,0.3229567582621801
1,0.23373093804166345,0.7662690619583366
2,0.7217131146957494,0.27828688530425066
3,0.9647967013290787,0.03520329867092132
4,0.9116343532129778,0.08836564678702225
5,0.6329870375848141,0.36701296241518594
6,0.9530474977615384,0.04695250223846156
7,0.9205902484801111,0.07940975151988895
8,0.9784382474760307,0.0215617525239693
9,0.9886616769278226,0.01133832307217744
10,0.9912756700204315,0.008724329979568497
11,0.9635445090038196,0.036455490996180416
12,0.9344679277654673,0.06553207223453267
13,0.9766667674393053,0.023333232560694767
14,0.7332907237412991,0.26670927625870083
15,0.6998580276729545,0.3001419723270455
16,0.9967020824668066,0.0032979175331934716
17,0.889049253735854,0.11095074626414599
18,0.9181660529661247,0.0818339470338753
19,0.6976227258300067,0.3023772741699932
20,0.9886312345387087,0.011368765461291322
21,0.7848756968819597,0.21512430311804026
22,0.6152167675184055,0.38478323248159446
23,0.7894665536886594,0.21053344631134066
24,0.9838931560622718,0.016106843937728262
25,0.8844354159883893,0.11556458401161075
26,0.7461589506046964,0.25384104939530366
27,0.9389704069143152,0.061029593085684807
28,0.7346484902107593,0.26535150978924066
29,0.028763601288833596,0.9712363987111664
30,0.7698366782984557,0.23016332170154427
31,0.9907622886068077,0.009237711393192325
32,0.19368461674994353,0.8063153832500565
33,0.0007666763746860816,0.9992333236253139
34,0.9245227868633497,0.0754772131366503
35,0.0917086468287942,0.9082913531712058
36,0.7509293121656115,0.24907068783438846
37,0.3512372161011137,0.6487627838988863
38,0.7396086586732195,0.26039134132678055
39,0.9183856905589517,0.08161430944104833
40,0.9311117569000547,0.06888824309994529
41,0.5633047662225075,0.43669523377749253
42,0.8486771950948986,0.15132280490510144
43,0.7699450595126018,0.23005494048739814
44,0.9713643544836508,0.028635645516349208
45,0.9241066376641299,0.0758933623358701
46,0.8238978238661546,0.17610217613384538
47,0.9528357051477939,0.047164294852206086
48,0.9133964819022055,0.08660351809779457
49,0.9200379896168793,0.07996201038312067
50,0.8942990023702384,0.10570099762976161
51,0.5318362488360417,0.4681637511639582
52,0.4768536182106746,0.5231463817893254
53,0.7175500881465835,0.2824499118534165
54,0.8380109870229722,0.16198901297702784
55,0.7198228863878811,0.28017711361211894
56,0.6887209219164794,0.31127907808352057
57,0.39320760422454004,0.60679239577546
58,0.8833195220607271,0.11668047793927289
59,0.9661757723443335,0.03382422765566654
60,0.9382124892563628,0.06178751074363721
61,0.8794193945022547,0.1205806054977453
62,0.9170704325474168,0.08292956745258316
63,0.9284303406043297,0.07156965939567025
64,0.9010382185696196,0.0989617814303804
65,0.279505705261323,0.720494294738677
66,0.7272771064176997,0.2727228935823003
67,0.701755629405292,0.298244370594708
68,0.9438184366975931,0.056181563302406895
69,0.049233694823682006,0.950766305176318
70,0.7137417908009601,0.2862582091990399
71,0.9922061724010791,0.007793827598920846
72,0.9581986188909655,0.04180138110903448
73,0.8536083207853288,0.1463916792146712
74,0.919215459709815,0.08078454029018495
75,0.7988281460207554,0.2011718539792447
76,0.38344855092913055,0.6165514490708695
77,0.9843553732998842,0.01564462670011579
78,0.9446448084991197,0.0553551915008803
79,0.7784963014579267,0.22150369854207336
80,0.4990369133441289,0.5009630866558711
81,0.8492279905001683,0.15077200949983177
82,0.7393752774776923,0.2606247225223078
83,0.8047849179348823,0.19521508206511776
84,0.42398358071263786,0.5760164192873621
85,0.8611045527256737,0.13889544727432632
86,0.7764033538660223,0.22359664613397764
87,0.5966890605747979,0.4033109394252021
88,0.9202249110037362,0.07977508899626388
89,0.5616676790434683,0.43833232095653174
90,0.8857056770485939,0.11429432295140607
91,0.836449571520032,0.16355042847996804
92,0.16632188385845936,0.8336781161415406
93,0.7509970421529043,0.2490029578470957
94,0.8592230092873774,0.14077699071262256
95,0.9777082976845185,0.022291702315481478
96,0.9477297433055119,0.05227025669448813
97,0.993206373830684,0.006793626169315955
98,0.954633703445488,0.045366296554511944
99,0.6825660241283165,0.3174339758716836
100,0.8831880348882102,0.11681196511178987
101,0.9228459417950001,0.07715405820499986
102,0.06699607088211523,0.9330039291178848
103,0.8018146665133369,0.19818533348666312
104,0.9142587719782068,0.0857412280217932
105,0.47954581943288255,0.5204541805671175
106,0.8556843011106536,0.1443156988893464
107,0.9308219509146064,0.06917804908539359
108,0.921823243027734,0.078176756972266
109,0.9538993037588639,0.04610069624113612
110,0.9289478759749279,0.07105212402507205
111,0.5323745563951126,0.4676254436048875
112,0.5670833916521467,0.43291660834785334
113,0.7631430039787896,0.23685699602121035
114,0.7125531251842443,0.28744687481575565
115,0.9297908899733897,0.07020911002661039
116,0.8478245698435851,0.15217543015641483
117,0.9788879160710424,0.021112083928957616
118,0.9524330070885069,0.047566992911493106
119,0.8564530402680746,0.1435469597319255
120,0.6668808881677559,0.3331191118322441
121,0.8359754305291126,0.16402456947088742
122,0.9860640142879246,0.013935985712075397
123,0.9204466674987954,0.07955333250120457
124,0.8261084476922056,0.17389155230779438
125,0.06272250242777788,0.9372774975722221
126,0.8734844588120122,0.1265155411879878
127,0.9984426484978748,0.0015573515021252
128,0.9479933053004648,0.05200669469953518
129,0.984883950615388,0.015116049384611923
130,0.9088985502879107,0.09110144971208932
131,0.47496293066193707,0.5250370693380629
132,0.8348804839212853,0.16511951607871472
133,0.8478814070789862,0.15211859292101387
134,0.9615279596454234,0.038472040354576666
135,0.8377475674203241,0.1622524325796759
136,0.9892817975532635,0.010718202446736495
137,0.7373403052019458,0.26265969479805423
138,0.8618170184142846,0.13818298158571535
139,0.8533267769618386,0.14667322303816147
140,0.9430750695313969,0.05692493046860314
141,0.9941257508741939,0.005874249125806115
142,0.8200557796874897,0.17994422031251037
143,0.9396742012122624,0.06032579878773754
144,0.28057983277004195,0.719420167229958
145,0.8299425204198023,0.17005747958019765
146,0.41166747902014356,0.5883325209798564
147,0.8498631793922102,0.15013682060778977
148,0.8241598391573621,0.17584016084263784
149,0.6798270551790317,0.32017294482096825
150,0.688417780580902,0.3115822194190981
151,0.6167386863593329,0.383261313640667
152,0.835808061032754,0.16419193896724604
153,0.6697874536164274,0.3302125463835725
154,0.8657058436871274,0.1342941563128726
155,0.8332921921744355,0.1667078078255645
156,0.9716616081813694,0.02833839181863064
157,0.9513566740493355,0.048643325950664416
158,0.989413822101233,0.010586177898767087
159,0.8150268114116256,0.18497318858837444
160,0.3864746856670821,0.6135253143329179
161,0.6370583591448234,0.36294164085517655
162,0.7416830302108794,0.2583169697891205
163,0.5096690721073132,0.49033092789268684
164,0.9465816259228866,0.053418374077113404
165,0.9454492132609421,0.05455078673905784
166,0.9527691474965951,0.04723085250340486
167,0.8629030279755908,0.1370969720244092
168,0.9199918665877775,0.08000813341222252
169,0.9814785783616852,0.018521421638314866
170,0.9834718441082145,0.016528155891785423
171,0.7896624761776565,0.21033752382234344
172,0.8967977076855042,0.10320229231449582
173,0.8511078684694025,0.1488921315305976
174,0.9924819980896874,0.00751800191031258
175,0.40452330822552174,0.5954766917744783
176,0.9774713699512201,0.022528630048779866
177,0.8661577342780493,0.13384226572195074
178,0.7990600772356469,0.20093992276435318
179,0.9577067999542808,0.04229320004571923
180,0.9383705825351925,0.061629417464807525
181,0.8103511537521739,0.18964884624782605
182,0.8292798465728787,0.17072015342712132
183,0.8384484187171897,0.16155158128281027
184,0.8886418502461495,0.1113581497538505
185,0.9127489718068912,0.08725102819310879
186,0.9248538554303293,0.0751461445696707
187,0.3093418078176733,0.6906581921823267
188,0.8468448330480094,0.1531551669519906
189,0.916640077431762,0.08335992256823797
190,0.9314643251394161,0.06853567486058382
191,0.05347472482973803,0.946525275170262
192,0.053462226059406315,0.9465377739405937
193,0.8067662391063501,0.1932337608936498
194,0.936331290939601,0.06366870906039904
195,0.5250345041600775,0.4749654958399225
196,0.946831862706445,0.05316813729355498
197,0.8221188514782538,0.17788114852174616
198,0.8729905989423565,0.1270094010576435
199,0.9877050676059694,0.012294932394030593
200,0.8407876657156785,0.1592123342843215
201,0.801252612510632,0.19874738748936802
202,0.9699972626611514,0.030002737338848603
203,0.7722940796218654,0.2277059203781347
204,0.9255606569807697,0.07443934301923022
205,0.9953070209222019,0.0046929790777980734
206,0.9035317804763324,0.09646821952366759
207,0.7691607583517183,0.23083924164828173
208,0.954768853743029,0.04523114625697099
209,0.7588589869761517,0.24114101302384827
210,0.985928334677676,0.014071665322323927
211,0.9957181440003096,0.004281855999690496
212,0.9496116174190847,0.05038838258091527
213,0.9640081937837287,0.03599180621627131
214,0.6986958918464737,0.30130410815352626
215,0.8332307669254062,0.16676923307459385
216,0.7231448786669363,0.2768551213330637
217,0.592242850516577,0.407757149483423
218,0.8651006929877114,0.13489930701228856
219,0.0635381105846804,0.9364618894153196
220,0.094775531361171,0.905224468638829
221,0.5153488179353938,0.4846511820646062
222,0.2049442580523042,0.7950557419476958
223,0.7722127676627843,0.22778723233721562
224,0.5137523689283939,0.48624763107160607
225,0.3506323653354595,0.6493676346645405
226,0.9908827663414057,0.009117233658594332
227,0.86080811601152,0.13919188398848004
228,0.8528991476727583,0.14710085232724165
229,0.9431355253717032,0.056864474628296795
230,0.7923602568807212,0.2076397431192788
231,0.8410825943038619,0.15891740569613813
232,0.6016569714402134,0.39834302855978665
233,0.8978251448101517,0.1021748551898483
234,0.9774313408283296,0.022568659171670356
235,0.4693488561200818,0.5306511438799182
236,0.9853565643484452,0.014643435651554808
237,0.9706859344467025,0.02931406555329754
238,0.9343448304811737,0.06565516951882634
